broker_name,ap_code,exchange_name,reference_link,status,notes
HENSEX SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
HITESH KUMAR DAGA,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
HOLANI CONSULTANTS PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
HORIZON FINANCIAL CONSULTANTS PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
HRTI PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
HSB SECURITIES & EQUITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
HSBC INVESTDIRECT SECURITIES (INDIA) LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
I VENTURES CAPITAL PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
ICAP IL INDIA PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
ICAP INDIA PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
ICICI SECURITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
ICICI SECURITIES PRIMARY DEALERSHIP LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
IDBI CAPITAL MARKET SERVICES LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
IDBI CAPITAL MARKETS & SECURITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
IDFC SECURITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
IFAST FINANCIAL INDIA PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
IFCI FINANCIAL SERVICES LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
IIFL CAPITAL SERVICES LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
IIFL WEALTH DISTRIBUTION SERVICES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
IKM INVESTORS PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
IMC INDIA SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INA STOCK BROKING COMPANY PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INANI SECURITIES LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INCRED CAPITAL WEALTH PORTFOLIO MANAGERS PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDBANK MCHNT. BKG. SVCS. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDIA ADVANTAGE SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDIA BROKING LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDIA SECURITIES BROKING PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDIABULLS SECURITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDIAN FINANCE GUARANTY LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDIANIVESH SHARES AND SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDIRA SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDITRADE CAPITAL LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDO MONEY SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDO THAI SECURITIES LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDSEC SECURITIES & FINANCE LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDSTOCKS PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDUKUMAR B. ROONGTA,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDUS SHARESHREE PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INDUSIND SECURITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INFOPILE INDIA PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INNOVATE SECURITIES PVT LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INTEGRATED ENTERPRISES (INDIA) PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INTELLECT STOCK BROKING LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INTERACTIVE BROKERS (INDIA) PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INTIME EQUITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INVESTEC CAPITAL SERVICES (INDIA) PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INVESTMENTOR SECURITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INVESTSMART STOCK BROKERS PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
INVEXMART FINANCIAL SERVICES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
IRAGE BROKING SERVICES LLP,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
ISHTA SECURITIES,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
ISJ SECURITIES PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
ISS ENTERPRISE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
ISTAA FINSERV PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
ITI GILTS LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
ITI SECURITIES BROKING LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
J EKLERA SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
J M GLOBAL EQUITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
J V EQUITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
J. DHIRAJLAL MAGANLAL,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
J. G. SHAH FINANCIAL CONSULTANTS PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
J. L. SHAH SECURITIES PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
J.P. MORGAN INDIA PRIVATE LTD,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JADE SECURITIES PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAGDISH DALAL SHARES & SECURITIES PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAGDISH PANALAL GANDHI,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAGRUTI SECURITIES LTD,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAINAM BROKING LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAIPRAKASH DHANRAJ KHAITAN,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAMBUWALA COMMODITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAMMS STOCK BROKERS PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAMSON SECURITIES PVT. LTD,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JANAK JAYANT DALAL,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JANKI CAPSEC PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JASWANT NANALAL JHAVERI,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JATIN ASHOK KHANDWALA,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAVAHIR JAYSUKHLAL JAGIRDAR,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAVERI FISCAL SERVICES LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAYANTILAL KHANDWALA & SONS P LTD,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAYESH RAMNIKLAL LALAN,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JAYSHREE FINVEST LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JBS SECURITIES PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JBV SHARE BROKER AND FINTECH PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JEFFERIES INDIA PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JELAM SECURITIES PVT LTD,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JHAVERI SECURITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JIO BLACKROCK BROKING PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JITENDRA HARJIVANDAS SECURITIES PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JITENDRA JAIN,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JITENDRA VITHALDAS MARTHAK,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JM FINANCIAL INSTITUTIONAL SECURITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JM FINANCIAL SECURITIES PVT LTD,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JM FINANCIAL SERVICES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JMP SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JOGLEKAR INVESTMENTS PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JOINDRE CAPITAL SERVICES LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JOINDRE SHARES & STOCKS LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JRK STOCK BROKING PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JSB SECURITIES LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JSEL SECURITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JSK SECURITIES AND SERVICES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JULIUS BAER WEALTH ADVISORS (INDIA) PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JUNOMONETA FINSOL PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JYOTI BROKING PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
JYOTI RAJENDRA SHAH,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
K DAMANI SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
K. M. JAIN STOCK BROKERS PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
K2J STOCK BROKING SERVICES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KAJI & MAULIK SECURITIES P LTD,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KAJI AND MAULIK SECURITIES LLP,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KALASH SHARES & SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KALPATARU MULTIPLIER LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KAMAL DHANSUKHLAL PAREKH,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KAMLESH RAMANLAL SHAH,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KANCHANJANGA SECURITIES COMPANY (PVT) LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KANCO STOCK & SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KANJALOCHANA FINSERVE PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KANTILAL CHHAGANLAL SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KARANJIT SINGH CHAHAL,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KARNA STOCK BROKING LLP,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KARNAM SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KARUNA FINANCIAL SERVICES PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KAUSHIK SHAH SHARES & SEC. PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KAVIRAJ SECURITIES PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KBS INDIA LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KEDIA CAPITAL SERVICES PRIVATE LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KELLTON SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KETAN S. SHAH,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KETAN SUMANTRAI SHAH,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KGR SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KHAMBATTA SECURITIES LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KHANDWALA SECURITIES LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KHIMCHAND S. RAWAL,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KIFS SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KIFS TRADE CAPITAL PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KIMAYA SECURITIES & FINANCIAL SERVICES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KIRTIKUMAR FULCHAND VORA,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KIRTILAL K. SHAH,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KISHOR R. AJMERA,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KJMC CAPITAL MARKET SERVICES LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KK SECURITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KLAY SECURITIES PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KLG STOCK BROKERS PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KMS STOCK BROKING CO PVT LTD,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KNA SECURITIES PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KNA SHARE BROKERS PRIVATE LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KNP SECURITIES PVT. LTD.,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KOTAK SECURITIES,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
KOTAK SECURITIES LIMITED,,BSE,https://www.bseindia.com/members/MembershipDirectory.aspx,SEBI_LISTED,SEBI recognised intermediary registry snapshot generated on 2026-03-20.
